ensembl_gene_id;gene_symbol
ENSRNOG00000042855;Ahdc1
ENSRNOG00000012831;Slc25a26
ENSRNOG00000016222;Ppp1r3g
ENSRNOG00000042690;Zmat4
ENSRNOG00000026490;Dnm3
ENSRNOG00000017976;Slco2b1
ENSRNOG00000014049;Riok1
ENSRNOG00000014739;Wfdc2
ENSRNOG00000013176;Far1
ENSRNOG00000033824;Gpd2
ENSRNOG00000032605;Rpl32
ENSRNOG00000032136;Cdc42ep3
ENSRNOG00000029570;Fam222b
ENSRNOG00000009658;Rnf19a
ENSRNOG00000020862;Ptpn23
ENSRNOG00000007951;Galnt14
ENSRNOG00000018960;AABR07001382.1
ENSRNOG00000002695;Tfb2m
ENSRNOG00000012324;Soga3
ENSRNOG00000043076;AABR07025328.1
ENSRNOG00000011624;Kcnq2
ENSRNOG00000038868;Iqcb1
ENSRNOG00000010488;Zmiz1
ENSRNOG00000060623;Fam3a
ENSRNOG00000018730;Nectin2
ENSRNOG00000016794;Phyhd1
ENSRNOG00000024012;Pex10
ENSRNOG00000004940;Rnf215
ENSRNOG00000012447;Setd6
ENSRNOG00000013636;Ppil3
ENSRNOG00000022767;Elfn1
ENSRNOG00000007822;Vgll4
ENSRNOG00000060518;AABR07015057.1
ENSRNOG00000032183;Scmh1
ENSRNOG00000013481;Cdh11
ENSRNOG00000056435;Cmc4
ENSRNOG00000048561;Hprt1
ENSRNOG00000020388;Inpp5f
ENSRNOG00000018333;Rbm6
ENSRNOG00000048365;Eno2
ENSRNOG00000018262;Ampd3
ENSRNOG00000012420;Bcl9l
ENSRNOG00000020261;Fam53c
ENSRNOG00000050790;Dcaf12
ENSRNOG00000020175;Rnf121
ENSRNOG00000015848;Etfrf1
ENSRNOG00000008212;Wdr5
ENSRNOG00000007053;Med7
ENSRNOG00000017120;Abhd2
ENSRNOG00000011803;Lrfn2
ENSRNOG00000014900;Crem
ENSRNOG00000012409;Exosc3
ENSRNOG00000015546;MGC116121
ENSRNOG00000015925;Zfp131
ENSRNOG00000042939;Nrip2
ENSRNOG00000001845;Top3b
ENSRNOG00000012424;Adam23
ENSRNOG00000005602;Mthfd1
ENSRNOG00000049446;LOC100366030
ENSRNOG00000007030;Epha7
ENSRNOG00000008859;Tank
ENSRNOG00000061845;Cttnbp2
ENSRNOG00000026005;Ints5
ENSRNOG00000020360;Clcc1
ENSRNOG00000006462;Ero1a
ENSRNOG00000031440;Nova1
ENSRNOG00000014104;Myo5b
ENSRNOG00000024825;Fam163a
ENSRNOG00000018379;Zfp688
ENSRNOG00000018119;Dhx32
ENSRNOG00000018396;Prpf18
ENSRNOG00000059799;Ficd
ENSRNOG00000049604;Mvk
ENSRNOG00000053577;Gramd1b
ENSRNOG00000029966;Xrcc4
ENSRNOG00000019186;Tmem53
ENSRNOG00000017663;Dolpp1
ENSRNOG00000030355;Mroh1
ENSRNOG00000042467;Ttc4
ENSRNOG00000000531;Ccdc167
ENSRNOG00000009388;Sptssb
ENSRNOG00000013717;Bmp6
ENSRNOG00000033663;P4ha2
ENSRNOG00000020822;Atp8b2
ENSRNOG00000032261;Cyp2d4
ENSRNOG00000012634;Fbxo10
ENSRNOG00000008666;Etl4
ENSRNOG00000014274;Trit1
ENSRNOG00000020371;Pgap2
ENSRNOG00000014277;Zdhhc13
ENSRNOG00000019754;Gdap2
ENSRNOG00000007690;Cmpk2
ENSRNOG00000000781;Rnf39
ENSRNOG00000010914;Pigh
ENSRNOG00000027593;Ndufv3
ENSRNOG00000051346;AABR07038849.2
ENSRNOG00000027032;Rhbdd3
ENSRNOG00000022286;AABR07039316.1
ENSRNOG00000047737;Rpl7a
ENSRNOG00000032395;Tfcp2
ENSRNOG00000013141;LOC100911625
ENSRNOG00000017087;Man1c1
ENSRNOG00000023187;RGD1565685
ENSRNOG00000010480;Vstm5
ENSRNOG00000050843;Mmut
ENSRNOG00000019009;Arrdc2
ENSRNOG00000004549;Dhx40
ENSRNOG00000027317;Ylpm1
ENSRNOG00000020692;Tmem216
ENSRNOG00000015576;Hsdl1
ENSRNOG00000016574;Fiz1
ENSRNOG00000020813;Ltbp3
ENSRNOG00000028892;Prr36
ENSRNOG00000045738;Ak4
ENSRNOG00000011582;Rab3d
ENSRNOG00000009430;Gnl2
ENSRNOG00000026704;Drp2
ENSRNOG00000016266;Mphosph10
ENSRNOG00000014876;Lpin2
ENSRNOG00000004659;Creld2
ENSRNOG00000017212;Spsb1
ENSRNOG00000019550;Slc11a2
ENSRNOG00000023079;Nras
ENSRNOG00000003104;Trpv2
ENSRNOG00000037221;Tipinl1
ENSRNOG00000027245;Tdrp
ENSRNOG00000028941;Zbed3
ENSRNOG00000052134;Pigy
ENSRNOG00000017940;Rere
ENSRNOG00000014192;Naa30
ENSRNOG00000013660;Cog6
ENSRNOG00000001190;Git2
ENSRNOG00000000417;Numa1
ENSRNOG00000014000;Kif2a
ENSRNOG00000013429;Tbl3
ENSRNOG00000018483;Smad1
ENSRNOG00000021047;Lrrfip2
ENSRNOG00000047106;Mtrf1
ENSRNOG00000014501;Zfp638
ENSRNOG00000002874;AABR07065078.1
ENSRNOG00000008584;Rnaseh1
ENSRNOG00000028699;Sco1
ENSRNOG00000015777;Mex3c
ENSRNOG00000024839;Tysnd1
ENSRNOG00000000801;Msl3l2
ENSRNOG00000014149;Npy1r
ENSRNOG00000050949;Ttc39c
ENSRNOG00000027136;Spast
ENSRNOG00000001483;Rcc1l
ENSRNOG00000008025;Bend5
ENSRNOG00000032002;Hapln1
ENSRNOG00000002004;Prdm8
ENSRNOG00000005286;Coch
ENSRNOG00000002884;Blzf1
ENSRNOG00000003792;Med14
ENSRNOG00000021573;Dpy19l3
ENSRNOG00000011407;Prag1
ENSRNOG00000008868;Dusp19
ENSRNOG00000056826;Arap2
ENSRNOG00000014668;RGD621098
ENSRNOG00000006792;Cep57
ENSRNOG00000027183;Zfyve9
ENSRNOG00000011511;Stk24
ENSRNOG00000000956;Rasl11a
ENSRNOG00000009815;Pnma2
ENSRNOG00000019817;Ddx28
ENSRNOG00000047506;LOC100362980
ENSRNOG00000019232;RGD1311345
ENSRNOG00000006973;RGD1307947
ENSRNOG00000009354;Nrarp
ENSRNOG00000003052;Cox18
ENSRNOG00000002318;Limch1
ENSRNOG00000014173;Smc3
ENSRNOG00000003151;Bfar
ENSRNOG00000014945;Kpna3
ENSRNOG00000013798;Fnbp1l
ENSRNOG00000015956;Usp29
ENSRNOG00000015339;Shoc2
ENSRNOG00000046299;Atp5pb
ENSRNOG00000013962;Magi2
ENSRNOG00000032798;Slco3a1
ENSRNOG00000053045;Wscd2
ENSRNOG00000061304;Atp2b3
ENSRNOG00000037659;Mto1
ENSRNOG00000005264;Sav1
ENSRNOG00000026842;Nnt
ENSRNOG00000004353;Ppfia2
ENSRNOG00000011047;Tmem185a
ENSRNOG00000006137;Arid1a
ENSRNOG00000007519;Tmem43
ENSRNOG00000005077;AABR07015719.1
ENSRNOG00000048577;Zfp955a
ENSRNOG00000054155;AC120594.1
ENSRNOG00000012255;Ktn1
ENSRNOG00000007219;LOC103692716
ENSRNOG00000017509;Eed
ENSRNOG00000015619;Agfg1
ENSRNOG00000001613;Zbtb11
ENSRNOG00000009857;Ftsj3
ENSRNOG00000050317;Uhrf1bp1l
ENSRNOG00000014155;Spart
ENSRNOG00000028208;Mief2
ENSRNOG00000043143;Eml1
ENSRNOG00000003003;Tbc1d19
ENSRNOG00000060194;AABR07019254.2
ENSRNOG00000007118;Eva1a
ENSRNOG00000049032;AABR07029573.1
ENSRNOG00000045545;Eid2b
ENSRNOG00000043103;Frrs1l
ENSRNOG00000009730;Cyp7b1
ENSRNOG00000019653;Csrnp2
ENSRNOG00000008102;Dph7
ENSRNOG00000032576;Nlgn1
ENSRNOG00000057821;AABR07015165.1
ENSRNOG00000006370;RGD1310852
ENSRNOG00000055036;RGD1311164
ENSRNOG00000031802;LOC691427
ENSRNOG00000023202;Usp15
ENSRNOG00000058077;AABR07001068.1
ENSRNOG00000015250;Mettl14
ENSRNOG00000019145;Kdm2a
ENSRNOG00000010090;Ccdc174
ENSRNOG00000007131;Paxip1
ENSRNOG00000003251;B3galt2
ENSRNOG00000047219;Ube3b
ENSRNOG00000036869;Tmem88b
ENSRNOG00000012565;Cln8
ENSRNOG00000015791;Zdhhc12
ENSRNOG00000023910;Man2b1
ENSRNOG00000013218;Sap30
ENSRNOG00000001277;Mafk
ENSRNOG00000020531;Fen1
ENSRNOG00000017085;Tubgcp3
ENSRNOG00000043329;Rnf180
ENSRNOG00000019656;Btd
ENSRNOG00000036683;Sirt7
ENSRNOG00000001789;Zfp148
ENSRNOG00000032042;RGD1560108
ENSRNOG00000033176;Zrsr2
ENSRNOG00000010224;Rab30
ENSRNOG00000018109;Clic4
ENSRNOG00000029447;Epc2
ENSRNOG00000002044;Gtpbp8
ENSRNOG00000016367;Vasp
ENSRNOG00000019317;Cplx3
ENSRNOG00000015161;LOC688754
ENSRNOG00000003712;Ppp4r3b
ENSRNOG00000005766;Tbc1d20
ENSRNOG00000009972;Rara
ENSRNOG00000009233;Ankrd49
ENSRNOG00000050510;LOC102555167
ENSRNOG00000018158;Tmem181
ENSRNOG00000009585;Tcf20
ENSRNOG00000057059;AABR07018857.1
ENSRNOG00000017078;Selenon
ENSRNOG00000020456;Nucb2
ENSRNOG00000052704;Atp6v0a2
ENSRNOG00000049536;Rpl35a
ENSRNOG00000019118;Slc13a3
ENSRNOG00000045775;Rnpepl1
ENSRNOG00000001928;Il1rap
ENSRNOG00000011338;Hdhd5
ENSRNOG00000009139;Fubp3
ENSRNOG00000014616;Iars
ENSRNOG00000009739;Washc5
ENSRNOG00000046382;Gatd1
ENSRNOG00000011639;Mrpl47
ENSRNOG00000051499;Tcf3
ENSRNOG00000017231;Adam9
ENSRNOG00000008767;Atg4c
ENSRNOG00000008075;Ift74
ENSRNOG00000019273;Capn7
ENSRNOG00000005248;Slc1a4
ENSRNOG00000019108;Rmi1
ENSRNOG00000014723;Cbfa2t3
ENSRNOG00000015026;Arhgef11
ENSRNOG00000024567;E130309D02Rik
ENSRNOG00000006733;Srgap2
ENSRNOG00000001081;Ogfod2
ENSRNOG00000059322;N4bp2l1
ENSRNOG00000050233;Cchcr1
ENSRNOG00000020773;Map3k11
ENSRNOG00000007831;Ufl1
ENSRNOG00000013764;Fam118a
ENSRNOG00000012385;Naa15
ENSRNOG00000046168;Ppm1l
ENSRNOG00000005374;Lyar
ENSRNOG00000029185;Rasa1
ENSRNOG00000009771;Cdh10
ENSRNOG00000016038;Mgmt
ENSRNOG00000016010;Mul1
ENSRNOG00000014065;Zfp653
ENSRNOG00000030633;Lmf2
ENSRNOG00000000641;Nrbf2
ENSRNOG00000004351;Slc25a29
ENSRNOG00000003728;Xylt2
ENSRNOG00000010535;Cdh18
ENSRNOG00000004303;Timp3
ENSRNOG00000017329;Tmem129
ENSRNOG00000005362;Rab3ip
ENSRNOG00000020130;Arhgef1
ENSRNOG00000050214;Amt
ENSRNOG00000013252;Cwc27
ENSRNOG00000032574;Scrib
ENSRNOG00000008307;Nanp
ENSRNOG00000012911;Erlin1
ENSRNOG00000004387;Utp23
ENSRNOG00000006868;Ube2z
ENSRNOG00000005703;Arfgef1
ENSRNOG00000023238;Dgkd
ENSRNOG00000004908;Smc6
ENSRNOG00000007175;Mier1
ENSRNOG00000042333;Dnal1
ENSRNOG00000030877;Htr2c
ENSRNOG00000055000;Zkscan3
ENSRNOG00000000645;Reep3
ENSRNOG00000017595;Rsu1
ENSRNOG00000003794;Nmral1
ENSRNOG00000010748;Mtus1
ENSRNOG00000027491;Vldlr
ENSRNOG00000027175;Cnpy4
ENSRNOG00000001035;Gtf2h3
ENSRNOG00000014786;Ccne1
ENSRNOG00000007110;Ankrd6
ENSRNOG00000019657;Mk1
ENSRNOG00000007047;Eps8
ENSRNOG00000054272;Dhx57
ENSRNOG00000014008;Mfsd2a
ENSRNOG00000050996;Kctd4
ENSRNOG00000006087;Rnf20
ENSRNOG00000001520;Dlx1
ENSRNOG00000032807;AABR07039448.1
ENSRNOG00000001531;Chac2
ENSRNOG00000016105;Xrcc5
ENSRNOG00000010063;Htr2a
ENSRNOG00000015318;Heyl
ENSRNOG00000012959;Nab1
ENSRNOG00000020153;AABR07066830.1
ENSRNOG00000027773;Ppp4r3a
ENSRNOG00000019956;Kdm4a
ENSRNOG00000014777;Prpf4
ENSRNOG00000010475;Casp3
ENSRNOG00000011567;Rpusd4
ENSRNOG00000003086;Cenpv
ENSRNOG00000001191;Tchp
ENSRNOG00000047756;Mef2a
ENSRNOG00000030334;Adck5
ENSRNOG00000003841;Kcnh1
ENSRNOG00000013456;Ighmbp2
ENSRNOG00000010697;Hadh
ENSRNOG00000054955;AABR07005985.2
ENSRNOG00000023814;Rimklb
ENSRNOG00000015970;Tbc1d13
ENSRNOG00000010846;Ccdc22
ENSRNOG00000052775;RGD1305938
ENSRNOG00000007584;Ehd4
ENSRNOG00000014874;Zfyve28
ENSRNOG00000022373;Dennd4b
ENSRNOG00000021098;Rasgrp2
ENSRNOG00000008927;Hbp1
ENSRNOG00000021298;Dstyk
ENSRNOG00000007333;Wdr20
ENSRNOG00000005849;Aco1
ENSRNOG00000002185;Pgm2
ENSRNOG00000002418;Tgfb2
ENSRNOG00000026248;Nmt2
ENSRNOG00000033402;Gsta6
ENSRNOG00000017406;Atrnl1
ENSRNOG00000009917;LOC500227
ENSRNOG00000009163;Fam133b
ENSRNOG00000019103;Cln3
ENSRNOG00000017494;Acp6
ENSRNOG00000013149;Vps33b
ENSRNOG00000008747;Plekha5
ENSRNOG00000004710;Rbks
ENSRNOG00000015189;Bbs9
ENSRNOG00000047303;Med18
ENSRNOG00000010286;Cast
ENSRNOG00000011279;Cmc2
ENSRNOG00000016032;Cnnm3
ENSRNOG00000006559;Akap8
ENSRNOG00000014079;Stat4
ENSRNOG00000018964;Gss
ENSRNOG00000016767;Ggps1
ENSRNOG00000006472;Hspa2
ENSRNOG00000051483;LOC103689961
ENSRNOG00000021131;Mindy1
ENSRNOG00000003948;Llgl1
ENSRNOG00000016097;Kyat1
ENSRNOG00000016705;Prpf4b
ENSRNOG00000048924;Islr
ENSRNOG00000002139;RGD1311575
ENSRNOG00000003172;Serpinf1
ENSRNOG00000004239;LOC100362999
ENSRNOG00000016950;Otud1
ENSRNOG00000002177;Gnpda2
ENSRNOG00000055408;Gcat
ENSRNOG00000002256;Art3
ENSRNOG00000032436;Tmod3
ENSRNOG00000029885;Stag2
ENSRNOG00000018931;Dis3l2
ENSRNOG00000010174;Enpp4
ENSRNOG00000013320;RGD1561916
ENSRNOG00000008797;Tmpo
ENSRNOG00000020205;Agrn
ENSRNOG00000007881;Mtmr14
ENSRNOG00000057080;AABR07030926.1
ENSRNOG00000015321;Moxd1
ENSRNOG00000005600;Nr4a2
ENSRNOG00000060544;Kdm5b
ENSRNOG00000007359;Gca
ENSRNOG00000016975;Pxmp4
ENSRNOG00000054896;Pex13
ENSRNOG00000020554;Slc50a1
ENSRNOG00000004050;Snrk
ENSRNOG00000021671;Rtl6
ENSRNOG00000000962;Slc15a4
ENSRNOG00000028512;Ilvbl
ENSRNOG00000002793;Sstr2
ENSRNOG00000039025;AABR07051947.1
ENSRNOG00000017151;Rnf214
ENSRNOG00000008524;Glcci1
ENSRNOG00000004538;Brd1
ENSRNOG00000013167;Hmgb2
ENSRNOG00000059460;Ttc30b
ENSRNOG00000020117;LOC108348098
ENSRNOG00000049686;Mrpl40
ENSRNOG00000012014;Fam160b2
ENSRNOG00000019162;Emc9
ENSRNOG00000015428;Mff
ENSRNOG00000002413;Gpc4
ENSRNOG00000007753;Plaa
ENSRNOG00000003825;Wdr75
ENSRNOG00000048190;Rgmb
ENSRNOG00000019710;Tm9sf1
ENSRNOG00000013438;Yae1
ENSRNOG00000014161;Rbm15b
ENSRNOG00000016245;Neto2
ENSRNOG00000061899;Mosmo
ENSRNOG00000009958;Nkapd1
ENSRNOG00000003795;Angel2
ENSRNOG00000018599;Gga2
ENSRNOG00000043386;Commd2
ENSRNOG00000003889;Tbc1d15
ENSRNOG00000020030;Crlf1
ENSRNOG00000010549;Tspo
ENSRNOG00000024085;Tmem237
ENSRNOG00000059624;AABR07015889.1
ENSRNOG00000020828;Pde4a
ENSRNOG00000031517;AABR07039133.2
ENSRNOG00000034022;Taf2
ENSRNOG00000019848;Rbm39
ENSRNOG00000027286;Lrrc75a
ENSRNOG00000019962;Sars2
ENSRNOG00000026691;Coq4
ENSRNOG00000001642;Tbc1d23
ENSRNOG00000005087;Cebpz
ENSRNOG00000051507;Azin2
ENSRNOG00000009347;Arhgap25
ENSRNOG00000017290;Zfp335
ENSRNOG00000014521;Armc8
ENSRNOG00000007077;Fem1b
ENSRNOG00000014048;Cyld
ENSRNOG00000005515;Rhbdl3
ENSRNOG00000017784;Lrif1
ENSRNOG00000026286;Nhlrc1
ENSRNOG00000029470;LOC685619
ENSRNOG00000009001;Mtss1
ENSRNOG00000061893;Leng1
ENSRNOG00000000204;Syncrip
ENSRNOG00000011852;Myo6
ENSRNOG00000004290;Grb10
ENSRNOG00000003835;Slc43a2
ENSRNOG00000033119;Plcb4
ENSRNOG00000025372;Glce
ENSRNOG00000032846;Cdpf1
ENSRNOG00000003098;Prom1
ENSRNOG00000015735;Zswim1
ENSRNOG00000017328;Pter
ENSRNOG00000018674;Ntrk3
ENSRNOG00000007990;Adipor2
ENSRNOG00000014420;Rap2b
ENSRNOG00000007587;Tcp11l2
ENSRNOG00000009290;Nup35
ENSRNOG00000005857;Lrrc3b
ENSRNOG00000048961;Bhlhe41
ENSRNOG00000009170;Dmxl2
ENSRNOG00000049456;Slc35f3
ENSRNOG00000021086;Dtx4
ENSRNOG00000016585;Bmi1
ENSRNOG00000018665;Bud13
ENSRNOG00000006460;Amdhd2
ENSRNOG00000002778;Aatf
ENSRNOG00000000387;Slc25a16
ENSRNOG00000052869;Ccpg1os
ENSRNOG00000042728;Fbrs
ENSRNOG00000022943;Dgka
ENSRNOG00000017137;Eef1akmt2
ENSRNOG00000011105;Arl15
ENSRNOG00000004269;Myt1l
ENSRNOG00000020014;Myh14
ENSRNOG00000048870;St6galnac4
ENSRNOG00000052583;Zfp106
ENSRNOG00000019622;Ackr3
ENSRNOG00000053640;Kcng2
ENSRNOG00000019012;D2hgdh
ENSRNOG00000026065;Slit1
ENSRNOG00000026994;Afg3l1
ENSRNOG00000004775;Cstf1
ENSRNOG00000052687;Megf8
ENSRNOG00000001250;Lfng
ENSRNOG00000009808;Ift80
ENSRNOG00000000886;Caln1
ENSRNOG00000013287;Sall2
ENSRNOG00000053060;Zfc3h1
ENSRNOG00000028328;Tyw3
ENSRNOG00000023576;RGD1305645
ENSRNOG00000013135;Ptpn12
ENSRNOG00000037707;Armcx6
ENSRNOG00000028517;Rhno1
ENSRNOG00000000459;Psmb9
ENSRNOG00000010316;Magohb
ENSRNOG00000038480;Ppp1r36
ENSRNOG00000005148;Scrt2
ENSRNOG00000046500;Irgq
ENSRNOG00000030476;Rpl9
ENSRNOG00000001142;Prkab1
ENSRNOG00000045568;Rbm14
ENSRNOG00000012356;Slc36a1
ENSRNOG00000002940;Ankrd17
ENSRNOG00000018081;Lactb
ENSRNOG00000009220;Tmem17
ENSRNOG00000043304;Apcdd1
ENSRNOG00000058497;Fdxr
ENSRNOG00000010358;Sh3rf1
ENSRNOG00000004402;Lpgat1
ENSRNOG00000013663;Tmem86a
ENSRNOG00000049918;Lrg1
ENSRNOG00000012490;Amph
ENSRNOG00000018980;Tjap1
ENSRNOG00000000661;Hps4
ENSRNOG00000008298;Dock7
ENSRNOG00000061630;AABR07009834.1
ENSRNOG00000005641;Fbxl4
ENSRNOG00000056768;AABR07035428.2
ENSRNOG00000042702;Nipa1
ENSRNOG00000055246;Ncor1
ENSRNOG00000033496;Igdcc4
ENSRNOG00000007992;Srsf10
ENSRNOG00000015768;Nat8f5
ENSRNOG00000010777;Tox
ENSRNOG00000057352;LOC100909912
ENSRNOG00000033603;AABR07034315.1
ENSRNOG00000020918;Ccnd1
ENSRNOG00000012692;Riok2
ENSRNOG00000052725;Shisal1
ENSRNOG00000020466;Apba3
ENSRNOG00000032238;Plcd1
ENSRNOG00000012705;Pcgf2
ENSRNOG00000020325;Calhm2
ENSRNOG00000002748;Ccdc43
ENSRNOG00000011606;AABR07061825.1
ENSRNOG00000009310;Nmd3
ENSRNOG00000009323;Fam214b
ENSRNOG00000017057;Tbc1d22a
ENSRNOG00000002781;Kdsr
ENSRNOG00000002883;Alg1
ENSRNOG00000021872;Zfp213
ENSRNOG00000000986;Camsap3
ENSRNOG00000053460;Acot3
ENSRNOG00000002764;Mettl16
ENSRNOG00000001037;Gpalpp1
ENSRNOG00000062115;AC242953.1
ENSRNOG00000007684;Zc3h3
ENSRNOG00000055721;Rnf128
ENSRNOG00000006965;Aff4
ENSRNOG00000000977;Pnpla6
ENSRNOG00000013802;Slc25a36
ENSRNOG00000008193;Cr1l
ENSRNOG00000000230;Lmf1
ENSRNOG00000036649;Pwwp2b
ENSRNOG00000006241;March7
ENSRNOG00000047085;Lrrtm2
ENSRNOG00000052493;AABR07068327.2
ENSRNOG00000014004;Ncoa7
ENSRNOG00000008619;Agtrap
ENSRNOG00000007398;Zfp691
ENSRNOG00000005223;Hnmt
ENSRNOG00000025484;Tmem177
ENSRNOG00000029147;Rbm11
ENSRNOG00000022173;Gatad2a
ENSRNOG00000024918;Fam229b
ENSRNOG00000010890;Bmp1
ENSRNOG00000054765;Renbp
ENSRNOG00000002039;Evi5
ENSRNOG00000006341;Saysd1
ENSRNOG00000008912;Aqr
ENSRNOG00000019052;Ankzf1
ENSRNOG00000015229;Zc3h4
ENSRNOG00000014599;Dhx36
ENSRNOG00000005568;AABR07064804.1
ENSRNOG00000019080;Hsd3b7
ENSRNOG00000016567;Otos
ENSRNOG00000006551;Dcaf15
ENSRNOG00000007329;Frmd6
ENSRNOG00000005652;Cntn4
ENSRNOG00000011425;Ptpn3
ENSRNOG00000010588;Tns2
ENSRNOG00000014241;Ece1
ENSRNOG00000045854;Zfp277
ENSRNOG00000030830;Mex3d
ENSRNOG00000013579;LOC100359916
ENSRNOG00000002104;Scaf4
ENSRNOG00000028628;LOC100911196
ENSRNOG00000037229;Gmppb
ENSRNOG00000010352;Dnajc3
ENSRNOG00000014305;Fbxo42
ENSRNOG00000010005;Adck2
ENSRNOG00000017826;Mtrr
ENSRNOG00000004314;Ppm1h
ENSRNOG00000013589;Cxcl12
ENSRNOG00000024149;Prr18
ENSRNOG00000059968;Jak2
ENSRNOG00000024953;RGD1559441
ENSRNOG00000020526;Mau2
ENSRNOG00000013306;Pcdh20
ENSRNOG00000016608;Zfp579
ENSRNOG00000010081;Tmem144
ENSRNOG00000004540;Clec3b
ENSRNOG00000012394;Bcl2l13
ENSRNOG00000002833;Gsk3b
ENSRNOG00000036572;Sfxn4
ENSRNOG00000029500;Tapbp
ENSRNOG00000015835;Cacna2d2
ENSRNOG00000019819;Dus2
ENSRNOG00000001417;Plod3
ENSRNOG00000001608;Nxpe3
ENSRNOG00000060463;AABR07062799.2
ENSRNOG00000006334;Txndc16
ENSRNOG00000028161;Tepsin
ENSRNOG00000021247;Spef1
ENSRNOG00000009401;Lmo2
ENSRNOG00000043366;AABR07063829.2
ENSRNOG00000025545;Tvp23a
ENSRNOG00000005468;Rbm28
ENSRNOG00000014656;Cox8b
ENSRNOG00000011391;Rbsn
ENSRNOG00000007830;Apold1
ENSRNOG00000015334;Fcho2
ENSRNOG00000008399;Dcaf4
ENSRNOG00000020541;Nprl3
ENSRNOG00000049511;AABR07066522.1
ENSRNOG00000001426;Prkrip1
ENSRNOG00000054017;LOC100912564
ENSRNOG00000020155;Mapk8
ENSRNOG00000020022;Psmc3ip
ENSRNOG00000025067;Mocs3
ENSRNOG00000052087;Ubap2
ENSRNOG00000003955;Spata7
ENSRNOG00000000785;Trim39
ENSRNOG00000017260;Cdr2
ENSRNOG00000015448;Dipk1c
ENSRNOG00000059589;Lmbr1
ENSRNOG00000016562;Zfp24
ENSRNOG00000003329;Ppm1d
ENSRNOG00000007785;Trmt5
ENSRNOG00000018296;Anapc10
ENSRNOG00000013169;Traf4
ENSRNOG00000060181;AABR07050321.2
ENSRNOG00000015201;Tmem266
ENSRNOG00000002475;AABR07058831.1
ENSRNOG00000016813;Tia1
ENSRNOG00000014869;Wdr31
ENSRNOG00000018486;RGD1311084
ENSRNOG00000010877;Alg9
ENSRNOG00000019419;Taf6l
ENSRNOG00000016816;Phf2
ENSRNOG00000016774;Telo2
ENSRNOG00000018305;St8sia3
ENSRNOG00000002100;LOC108348180
ENSRNOG00000004137;Ubtd2
ENSRNOG00000008978;Trmt12
ENSRNOG00000000142;Plxdc2
ENSRNOG00000008159;Msantd3
ENSRNOG00000016491;Fam110d
ENSRNOG00000005021;Orc4
ENSRNOG00000011611;Mapk1ip1l
ENSRNOG00000015696;Cdk5rap1
ENSRNOG00000018231;Nacc2
ENSRNOG00000048043;F2r
ENSRNOG00000010155;Pcm1
ENSRNOG00000058057;AABR07019403.1
ENSRNOG00000030596;LOC100362684
ENSRNOG00000025286;Pank2
ENSRNOG00000021058;Grwd1
ENSRNOG00000025059;Nxph4
ENSRNOG00000007982;Slc9a1
ENSRNOG00000012534;Mfsd10
ENSRNOG00000026799;Zbtb9
ENSRNOG00000054257;Adam10
ENSRNOG00000006972;Zfp189
ENSRNOG00000009956;Wnk1
ENSRNOG00000032639;Foxo6
ENSRNOG00000052510;Wnt10a
ENSRNOG00000013756;Snrnp48
ENSRNOG00000031849;Armh4
ENSRNOG00000019065;Zfp385b
ENSRNOG00000005033;Acvr1
ENSRNOG00000003803;Zdhhc17
ENSRNOG00000008892;Parp2
ENSRNOG00000038980;Lypd6
ENSRNOG00000010017;Wee1
ENSRNOG00000037310;Riiad1
ENSRNOG00000002323;RGD1566265
ENSRNOG00000014556;Cdh20
ENSRNOG00000023799;Pak1ip1
ENSRNOG00000012644;Nup58
ENSRNOG00000013690;Clba1
ENSRNOG00000002273;Naaa
ENSRNOG00000011445;Nkain1
ENSRNOG00000012584;Aamdc
ENSRNOG00000013884;Psd3
ENSRNOG00000004812;Sema6d
ENSRNOG00000033411;Usp12
ENSRNOG00000005775;Phf14
ENSRNOG00000032900;AC140988.1
ENSRNOG00000052226;LOC108348144
ENSRNOG00000013813;Ubtd1
ENSRNOG00000003714;Clk4
ENSRNOG00000013166;Wnt4
ENSRNOG00000010953;Icmt
ENSRNOG00000010905;Dlx5
ENSRNOG00000017319;Mertk
ENSRNOG00000014832;Mapkapk3
ENSRNOG00000050624;Lysmd4
ENSRNOG00000042932;Ttc27
ENSRNOG00000007088;Xpot
ENSRNOG00000020812;Gys1
ENSRNOG00000053025;AC130391.3
ENSRNOG00000037695;Sgpp2
ENSRNOG00000001349;Mcm7
ENSRNOG00000001729;Xxylt1
ENSRNOG00000019085;Xpo5
ENSRNOG00000010495;Ttc17
ENSRNOG00000004160;Prps2
ENSRNOG00000028493;Ppp1r15b
ENSRNOG00000007726;Mcam
ENSRNOG00000046023;Exoc4
ENSRNOG00000011348;Snx14
ENSRNOG00000009615;Mtor
ENSRNOG00000009605;Tfe3
ENSRNOG00000017553;Mief1
ENSRNOG00000019832;Bbs1
ENSRNOG00000003014;Poglut1
ENSRNOG00000019022;Fam89a
ENSRNOG00000016962;Neu2
ENSRNOG00000029238;Hgh1
ENSRNOG00000023387;LOC679739
ENSRNOG00000000112;Champ1
ENSRNOG00000020264;Dhrs1
ENSRNOG00000001885;Trmt2a
ENSRNOG00000020113;Cnnm2
ENSRNOG00000024553;Cyb5d2
ENSRNOG00000030118;Msn
ENSRNOG00000026573;Ophn1
ENSRNOG00000010902;Eloa
