ensembl_gene_id;gene_symbol
ENSRNOG00000020623;Aldh16a1
ENSRNOG00000016815;Tmem135
ENSRNOG00000019062;Pura
ENSRNOG00000018765;Pold4
ENSRNOG00000046460;AABR07022144.1
ENSRNOG00000048456;Rpl8
ENSRNOG00000017488;Snx24
ENSRNOG00000008030;Shc2
ENSRNOG00000001453;Baz1b
ENSRNOG00000011124;AABR07067267.1
ENSRNOG00000022893;Rimbp2
ENSRNOG00000012709;Bag2
ENSRNOG00000018375;Eif2b3
ENSRNOG00000010021;Isy1
ENSRNOG00000003300;Btg2
ENSRNOG00000021158;Nudt22
ENSRNOG00000018723;Cops7b
ENSRNOG00000020340;Brd8
ENSRNOG00000010719;Exosc10
ENSRNOG00000006802;Lrrn1
ENSRNOG00000033772;Serpinb9
ENSRNOG00000015594;Rftn2
ENSRNOG00000006505;Borcs5
ENSRNOG00000020950;Syvn1
ENSRNOG00000000521;Cdkn1a
ENSRNOG00000009856;Sypl1
ENSRNOG00000009953;Snx16
ENSRNOG00000052477;Tbrg4
ENSRNOG00000029095;Trabd
ENSRNOG00000001701;Cbr3
ENSRNOG00000005905;Pde4b
ENSRNOG00000030714;Bsn
ENSRNOG00000024813;Mzt1
ENSRNOG00000022482;Trappc11
ENSRNOG00000020839;Lrfn3
ENSRNOG00000017285;Tab1
ENSRNOG00000015077;Acsf3
ENSRNOG00000018748;Slc16a11
ENSRNOG00000002811;Brinp3
ENSRNOG00000011287;Minpp1
ENSRNOG00000039807;Fam193b
ENSRNOG00000005144;Tmem18
ENSRNOG00000010545;Mrap2
ENSRNOG00000016456;Il33
ENSRNOG00000049828;Crlf2
ENSRNOG00000037595;Gpbp1l1
ENSRNOG00000019357;Tax1bp3
ENSRNOG00000006985;Ccnk
ENSRNOG00000036601;Exoc6
ENSRNOG00000014365;Gne
ENSRNOG00000020067;Rab40c
ENSRNOG00000036876;Faap20
ENSRNOG00000005711;Ptprd
ENSRNOG00000018746;Slc30a5
ENSRNOG00000006770;Brd4
ENSRNOG00000024757;AABR07069219.1
ENSRNOG00000011170;RGD1359634
ENSRNOG00000019465;Gnai3
ENSRNOG00000018227;Mfsd14b
ENSRNOG00000052142;Ahsa2
ENSRNOG00000017219;Vac14
ENSRNOG00000022101;Crabp2
ENSRNOG00000029316;Gtf2f2
ENSRNOG00000012690;Nipa2
ENSRNOG00000027124;Tdg
ENSRNOG00000000322;Atg5
ENSRNOG00000040281;Zc3h10
ENSRNOG00000012269;Lpcat3
ENSRNOG00000003187;Armcx5
ENSRNOG00000028904;Vps9d1
ENSRNOG00000027623;LOC680039
ENSRNOG00000047686;Pou3f1
ENSRNOG00000059069;AABR07061378.1
ENSRNOG00000001252;Chst12
ENSRNOG00000014595;Brf1
ENSRNOG00000009338;Kras
ENSRNOG00000037446;Pxmp2
ENSRNOG00000001726;Tmem44
ENSRNOG00000055962;Bgn
ENSRNOG00000009134;Mad2l2
ENSRNOG00000026813;AABR07044933.1
ENSRNOG00000001603;N6amt1
ENSRNOG00000014648;Efnb2
ENSRNOG00000059615;Exoc6b
ENSRNOG00000015762;Abtb1
ENSRNOG00000002055;Noa1
ENSRNOG00000009462;Ccdc90b
ENSRNOG00000007743;Mgst1
ENSRNOG00000015177;Sun2
ENSRNOG00000002360;Gabrg1
ENSRNOG00000060087;Adra1b
ENSRNOG00000000583;Cdk19
ENSRNOG00000027906;Ankrd11
ENSRNOG00000014719;Snx19
ENSRNOG00000003918;Slc25a19
ENSRNOG00000010126;Riox1
ENSRNOG00000010839;Krt222
ENSRNOG00000002024;Epha5
ENSRNOG00000007574;Padi2
ENSRNOG00000057881;Sppl2b
ENSRNOG00000016737;Tcerg1l
ENSRNOG00000010574;Ptpn1
ENSRNOG00000053234;Cnot3
ENSRNOG00000006727;Dtd2
ENSRNOG00000027962;Smg7
ENSRNOG00000025910;Hccs
ENSRNOG00000012950;Efr3b
ENSRNOG00000056735;Zc4h2
ENSRNOG00000054560;Sh2d3c
ENSRNOG00000010023;Slc33a1
ENSRNOG00000019935;Armc5
ENSRNOG00000013681;Kcns1
ENSRNOG00000011775;Mfap3l
ENSRNOG00000016754;Bcs1l
ENSRNOG00000025076;Ecpas
ENSRNOG00000009110;Psen1
ENSRNOG00000021732;Hsf1
ENSRNOG00000021938;Lrrtm4
ENSRNOG00000012469;Ints14
ENSRNOG00000016963;Trip12
ENSRNOG00000009015;Nfx1
ENSRNOG00000028047;Mecr
ENSRNOG00000001963;Mx2
ENSRNOG00000018149;Smarca5
ENSRNOG00000020357;Msto1
ENSRNOG00000014966;LOC690000
ENSRNOG00000012314;Slirp
ENSRNOG00000016800;Ss18
ENSRNOG00000002251;Sec31a
ENSRNOG00000049862;Rnf157
ENSRNOG00000049882;Adcyap1
ENSRNOG00000017969;Olfm3
ENSRNOG00000057186;Kctd5
ENSRNOG00000013738;LOC100174910
ENSRNOG00000007023;Galm
ENSRNOG00000054314;Kcng1
ENSRNOG00000020139;Khdc4
ENSRNOG00000055331;Ints10
ENSRNOG00000005669;Car8
ENSRNOG00000050636;Arhgef10l
ENSRNOG00000002903;Specc1
ENSRNOG00000020229;Homer3
ENSRNOG00000024549;Pwwp3a
ENSRNOG00000016984;Atg13
ENSRNOG00000004925;Ppp1r12a
ENSRNOG00000021119;Pdcd2l
ENSRNOG00000019536;Smim3
ENSRNOG00000057706;Kdm5c
ENSRNOG00000013013;Tle3
ENSRNOG00000010257;Cuedc1
ENSRNOG00000019996;Slc16a1
ENSRNOG00000023591;Ppp2r3c
ENSRNOG00000008026;C2cd4c
ENSRNOG00000021144;Cebpg
ENSRNOG00000004430;Cep131
ENSRNOG00000003999;Adcy3
ENSRNOG00000011544;Zfp219
ENSRNOG00000017283;Kcnt1
ENSRNOG00000037655;Gatb
ENSRNOG00000009968;Ercc8
ENSRNOG00000048145;Sstr1
ENSRNOG00000000249;Mettl23
ENSRNOG00000049495;Krt71
ENSRNOG00000000895;Rabgef1
ENSRNOG00000000474;Rgl2
ENSRNOG00000010934;Spa17
ENSRNOG00000010361;Kif3b
ENSRNOG00000009267;B3gnt2
ENSRNOG00000025338;Msi2
ENSRNOG00000047329;Mtif3
ENSRNOG00000025000;Cep104
ENSRNOG00000010633;Acsl1
ENSRNOG00000023494;Tti2
ENSRNOG00000008016;Ckap4
ENSRNOG00000013223;Fah
ENSRNOG00000020430;Wdr11
ENSRNOG00000033734;Tnnt2
ENSRNOG00000006649;Thrb
ENSRNOG00000057556;Pdzrn3
ENSRNOG00000004193;Klhl12
ENSRNOG00000031824;Slc44a2
ENSRNOG00000004556;Dcaf5
ENSRNOG00000015329;Kpna2
ENSRNOG00000007817;Kctd6
ENSRNOG00000013445;Aaas
ENSRNOG00000030351;AABR07006627.1
ENSRNOG00000012536;Sgms1
ENSRNOG00000008489;Ppih
ENSRNOG00000001259;Cux2
ENSRNOG00000007705;Kcnj10
ENSRNOG00000018536;Pck2
ENSRNOG00000013694;Ntng2
ENSRNOG00000010930;Usp39
ENSRNOG00000014235;Zgpat
ENSRNOG00000021218;Pias3
ENSRNOG00000011285;Zdhhc22
ENSRNOG00000007660;Fntb
ENSRNOG00000015456;Zfp787
ENSRNOG00000020829;Them4
ENSRNOG00000021689;Rps6kb2
ENSRNOG00000002035;Paqr3
ENSRNOG00000009954;Cacul1
ENSRNOG00000020423;Apc
ENSRNOG00000017607;Faf2
ENSRNOG00000056889;Vps33a
ENSRNOG00000005411;Aftph
ENSRNOG00000049743;Gstm3
ENSRNOG00000008247;Ikbip
ENSRNOG00000046472;Arfgap3
ENSRNOG00000015660;Pex3
ENSRNOG00000021213;Lix1l
ENSRNOG00000039994;Upf3b
ENSRNOG00000000816;Ppp1r18
ENSRNOG00000000833;Vars2
ENSRNOG00000014589;Arpin
ENSRNOG00000016031;Bicd2
ENSRNOG00000007419;Pank3
ENSRNOG00000018969;Gpatch4
ENSRNOG00000006523;Atl2
ENSRNOG00000005811;LOC688655
ENSRNOG00000057040;Spns2
ENSRNOG00000021548;Rassf1
ENSRNOG00000021137;Kctd15
ENSRNOG00000015493;Emx1
ENSRNOG00000017601;Srd5a1
ENSRNOG00000060635;AABR07052897.3
ENSRNOG00000010209;Nol12
ENSRNOG00000012841;Alg11
ENSRNOG00000018803;Mrtfa
ENSRNOG00000009207;Spata2
ENSRNOG00000017051;Tmem110
ENSRNOG00000045920;Mcu
ENSRNOG00000046852;B3gat2
ENSRNOG00000013239;Tle4
ENSRNOG00000014475;Slc31a1
ENSRNOG00000001708;Dvl3
ENSRNOG00000013379;Zfp422
ENSRNOG00000018909;Arv1
ENSRNOG00000024886;Ext1
ENSRNOG00000029866;Dennd6b
ENSRNOG00000053557;LOC102553386
ENSRNOG00000000463;Col11a2
ENSRNOG00000005175;Sgpp1
ENSRNOG00000002556;NEWGENE_1562416
ENSRNOG00000008634;Cc2d1b
ENSRNOG00000006913;Rpain
ENSRNOG00000003985;Tmem19
ENSRNOG00000011953;Supt16h
ENSRNOG00000000540;Btbd9
ENSRNOG00000010769;AABR07004799.1
ENSRNOG00000025385;Coa4
ENSRNOG00000006519;Tmem107
ENSRNOG00000007865;Ephb1
ENSRNOG00000014382;C2cd5
ENSRNOG00000005900;Slc2a6
ENSRNOG00000050277;Uckl1
ENSRNOG00000000036;Klhdc8a
ENSRNOG00000031934;Enah
ENSRNOG00000011709;Pum1
ENSRNOG00000045623;Capn10
ENSRNOG00000001449;Pom121
ENSRNOG00000012258;Rras2
ENSRNOG00000047563;Mrpl39
ENSRNOG00000049410;Chrm3
ENSRNOG00000000095;Gpr89b
ENSRNOG00000048288;Taf12
ENSRNOG00000013720;Aebp1
ENSRNOG00000025624;Arhgap20
ENSRNOG00000030712;RT1-A2
ENSRNOG00000020835;Hipk4
ENSRNOG00000019161;Cpeb1
ENSRNOG00000031544;Larp1
ENSRNOG00000015105;Bspry
ENSRNOG00000008517;Cdc42ep1
ENSRNOG00000031709;Ppfibp1
ENSRNOG00000050784;AABR07054000.1
ENSRNOG00000017434;Mgat3
ENSRNOG00000001654;Cpox
ENSRNOG00000007500;Top1mt
ENSRNOG00000006030;Ptprz1
ENSRNOG00000014199;Zfp703
ENSRNOG00000042786;Vti1a
ENSRNOG00000017724;Sf3b3
ENSRNOG00000024336;Senp6
ENSRNOG00000009566;Phf12
ENSRNOG00000009333;Osgep
ENSRNOG00000024657;Mfsd4a
ENSRNOG00000007164;Cln6
ENSRNOG00000009192;Rnaseh2b
ENSRNOG00000054854;LOC691716
ENSRNOG00000018179;Glt8d1
ENSRNOG00000021262;Slc23a2
ENSRNOG00000015029;Dbt
ENSRNOG00000001662;Dyrk1a
ENSRNOG00000008249;Brms1l
ENSRNOG00000010896;Tprn
ENSRNOG00000019977;Ptprf
ENSRNOG00000017808;Klf15
ENSRNOG00000042962;Pdss2
ENSRNOG00000004183;Ccdc59
ENSRNOG00000001890;Txnrd2
ENSRNOG00000057347;Cebpb
ENSRNOG00000059552;Zkscan5
ENSRNOG00000015932;Plgrkt
ENSRNOG00000030888;Rela
ENSRNOG00000046207;Cbx4
ENSRNOG00000000999;Smurf1
ENSRNOG00000005357;Ctc1
ENSRNOG00000017422;Ambra1
ENSRNOG00000003191;Bhlhb9
ENSRNOG00000010188;Satb2
ENSRNOG00000016034;Cnot9
ENSRNOG00000027012;Usp54
ENSRNOG00000019688;Diaph1
ENSRNOG00000026120;Fam8a1
ENSRNOG00000060599;Gabrb3
ENSRNOG00000021507;Luzp2
ENSRNOG00000016960;Polr3e
ENSRNOG00000020390;Tmem161a
ENSRNOG00000008271;Fam91a1
ENSRNOG00000053751;AABR07043453.1
ENSRNOG00000055344;Trnau1ap
ENSRNOG00000019476;Agap1
ENSRNOG00000014098;Pold2
ENSRNOG00000016193;RGD1562114
ENSRNOG00000050424;Decr2
ENSRNOG00000033522;Prdm2
ENSRNOG00000002121;Lrrc8d
ENSRNOG00000000175;Mier2
ENSRNOG00000001247;Clip1
ENSRNOG00000013059;Aste1
ENSRNOG00000000170;Slc30a4
ENSRNOG00000007446;Apip
ENSRNOG00000005546;AABR07057196.1
ENSRNOG00000024460;Tarsl2
ENSRNOG00000019299;Edem2
ENSRNOG00000033593;Osbpl9
ENSRNOG00000017647;Zc3h8
ENSRNOG00000001720;Hes1
ENSRNOG00000019742;Stat3
ENSRNOG00000020804;Smarcc1
ENSRNOG00000058276;AABR07043200.1
ENSRNOG00000020424;Plpp4
ENSRNOG00000005369;Kcnj3
ENSRNOG00000015573;Ctbs
ENSRNOG00000001065;Cyth3
ENSRNOG00000058866;Myo5a
ENSRNOG00000008908;Slc35a1
ENSRNOG00000007570;Dera
ENSRNOG00000020778;Chrnb2
ENSRNOG00000015232;Pip5k1b
ENSRNOG00000019023;Tars
ENSRNOG00000016565;Zfp524
ENSRNOG00000008480;Kcnab3
ENSRNOG00000008580;Nbn
ENSRNOG00000015476;Ubxn11
ENSRNOG00000000122;Ak2
ENSRNOG00000017600;Ptpn9
ENSRNOG00000022745;RGD1306502
ENSRNOG00000016534;Fam171a1
ENSRNOG00000009649;Slitrk5
ENSRNOG00000019332;Gtpbp2
ENSRNOG00000023509;Irs2
ENSRNOG00000011509;Agk
ENSRNOG00000015552;Ppil4
ENSRNOG00000013336;Wdr70
ENSRNOG00000016728;Tiam2
ENSRNOG00000017210;Slc22a23
ENSRNOG00000039759;Gpr34
ENSRNOG00000011066;March6
ENSRNOG00000010436;Zbtb17
ENSRNOG00000011543;Fam118b
ENSRNOG00000013902;P2ry12
ENSRNOG00000056398;AABR07036855.1
ENSRNOG00000008463;Rundc3b
ENSRNOG00000007083;Gpn2
ENSRNOG00000012739;Brf2
ENSRNOG00000055631;Zfp280d
ENSRNOG00000011334;Tmem63c
ENSRNOG00000001762;Pcyt1a
ENSRNOG00000011593;Hey1
ENSRNOG00000009887;Arih1
ENSRNOG00000032902;Ybx1-ps3
ENSRNOG00000005291;Slc38a1
ENSRNOG00000043033;AABR07045431.1
ENSRNOG00000032401;H3f3c
ENSRNOG00000011422;AABR07043951.1
ENSRNOG00000013194;Rps6ka2
ENSRNOG00000010813;Tspan14
ENSRNOG00000023633;Crabp1
ENSRNOG00000004693;Pbx1
ENSRNOG00000000827;Ier3
ENSRNOG00000013603;Dffa
ENSRNOG00000011981;Slc39a13
ENSRNOG00000033202;Fbxo41
ENSRNOG00000020376;Stn1
ENSRNOG00000005690;Lmcd1
ENSRNOG00000014096;AABR07031756.1
ENSRNOG00000060266;LOC103689971
ENSRNOG00000003673;Nup85
ENSRNOG00000005006;Ndufaf1
ENSRNOG00000011203;Farp1
ENSRNOG00000019995;Dnajc18
ENSRNOG00000003076;Rbms2
ENSRNOG00000014328;Frs3
ENSRNOG00000037505;Ulk1
ENSRNOG00000017197;Pdgfb
ENSRNOG00000003827;Wipi1
ENSRNOG00000007934;Elfn2
ENSRNOG00000014935;Twnk
ENSRNOG00000011922;Stt3b
ENSRNOG00000018507;Gfpt1
ENSRNOG00000029209;Rnf13
ENSRNOG00000015589;Smyd5
ENSRNOG00000025269;Slc25a44
ENSRNOG00000051682;Zcchc9
ENSRNOG00000018452;Unc13a
ENSRNOG00000048958;AABR07028816.1
ENSRNOG00000017930;Lpcat1
ENSRNOG00000021442;Hddc2
ENSRNOG00000001548;Nfe2l2
ENSRNOG00000019404;Hhatl
ENSRNOG00000045698;Lin7c
ENSRNOG00000005209;Spred1
ENSRNOG00000020318;Pnkp
ENSRNOG00000000909;Uspl1
ENSRNOG00000024104;Mbd1
ENSRNOG00000011435;Osbpl10
ENSRNOG00000005478;Fkbp9
ENSRNOG00000010185;RGD1306941
ENSRNOG00000002452;Txndc11
ENSRNOG00000001888;Arvcf
ENSRNOG00000026828;Scfd2
ENSRNOG00000042464;Fbxo25
ENSRNOG00000010421;Wdr91
ENSRNOG00000001134;Rfc5
ENSRNOG00000018877;Zfp689
ENSRNOG00000003497;Thoc6
ENSRNOG00000017286;Ephx2
ENSRNOG00000029598;Robo2
ENSRNOG00000011785;Xrn2
ENSRNOG00000007937;Krit1
ENSRNOG00000030910;Grik4
ENSRNOG00000001727;Lsg1
ENSRNOG00000006796;LOC102555183
ENSRNOG00000015508;Relch
ENSRNOG00000012654;Vps36
ENSRNOG00000001210;Pwp2
ENSRNOG00000013689;Vps18
ENSRNOG00000009076;Ttpal
ENSRNOG00000045752;Rrm1
ENSRNOG00000007268;RGD1561796
ENSRNOG00000056243;ST7
ENSRNOG00000039017;Naa50
ENSRNOG00000025695;Tns3
ENSRNOG00000021120;Prune1
ENSRNOG00000024435;AABR07035946.1
ENSRNOG00000059268;Ppp1r10
ENSRNOG00000007699;Golga5
ENSRNOG00000010952;Ift122
ENSRNOG00000002735;Dhx9
ENSRNOG00000012346;Epb41l2
ENSRNOG00000016878;Plppr5
ENSRNOG00000009398;Tceanc2
ENSRNOG00000018033;Ddx19b
ENSRNOG00000061876;Aldh4a1
ENSRNOG00000008319;Ccdc130
ENSRNOG00000016919;Scaf8
ENSRNOG00000010125;Mtrex
ENSRNOG00000014002;St7l
ENSRNOG00000002267;Chic2
ENSRNOG00000020956;Bcat2
ENSRNOG00000016968;Gramd4
ENSRNOG00000027914;Plscr3
ENSRNOG00000005509;Pak7
ENSRNOG00000032917;Zfand2a
ENSRNOG00000048036;Ncan
ENSRNOG00000008056;Ankrd9
ENSRNOG00000005285;Fbxo33
ENSRNOG00000000881;Mmgt1
ENSRNOG00000024730;Ppm1e
ENSRNOG00000061795;Rbm4b
ENSRNOG00000003185;Acbd3
ENSRNOG00000024454;Ccdc149
ENSRNOG00000006931;Eepd1
ENSRNOG00000013875;Fbxl17
ENSRNOG00000011194;Tpp2
ENSRNOG00000013876;Mipep
ENSRNOG00000039819;AABR07035338.1
ENSRNOG00000006642;Yipf6
ENSRNOG00000001450;Nsun5
ENSRNOG00000006833;Rb1cc1
ENSRNOG00000002349;Gabra2
ENSRNOG00000008169;Slc24a2
ENSRNOG00000000815;Smpdl3a
ENSRNOG00000002369;Rgs8
ENSRNOG00000024578;Ttyh2
ENSRNOG00000053502;Arhgef17
ENSRNOG00000011382;Wdr33
ENSRNOG00000015597;LOC100125364
ENSRNOG00000016701;Gng8
ENSRNOG00000047581;AABR07066700.1
ENSRNOG00000008258;Fnbp1
ENSRNOG00000001258;Snx8
ENSRNOG00000005733;Cpsf2
ENSRNOG00000019387;Ifi30
ENSRNOG00000004130;Anapc4
ENSRNOG00000004891;Arl14ep
ENSRNOG00000049911;LOC102556347
ENSRNOG00000011690;Rmdn3
ENSRNOG00000015772;RGD1560341
ENSRNOG00000018773;Mtrf1l
ENSRNOG00000056337;Crtc2
ENSRNOG00000034025;Ptprj
ENSRNOG00000032847;AABR07060145.1
ENSRNOG00000002746;Fstl1
ENSRNOG00000000066;Fbxo28
ENSRNOG00000015670;Stx7
ENSRNOG00000006285;Tlk2
ENSRNOG00000001764;Vps8
ENSRNOG00000014526;Cars2
ENSRNOG00000017206;Igfbp5
ENSRNOG00000031275;AABR07054361.1
ENSRNOG00000000247;Mfsd11
ENSRNOG00000016054;Tab2
ENSRNOG00000012055;Man2a2
ENSRNOG00000042062;AC105662.2
ENSRNOG00000016698;Rnmt
ENSRNOG00000009250;Pts
ENSRNOG00000039862;Cldn12
ENSRNOG00000036666;Cybc1
ENSRNOG00000047611;Top1
ENSRNOG00000024501;Rgs3
ENSRNOG00000027282;Cep68
ENSRNOG00000033791;Apc2
ENSRNOG00000017299;Phrf1
ENSRNOG00000002054;Glmn
ENSRNOG00000025130;Ltk
ENSRNOG00000001082;Abcb9
ENSRNOG00000017002;Adrb1
ENSRNOG00000060008;Cog7
ENSRNOG00000001816;Rfc4
ENSRNOG00000018911;Pfkfb3
ENSRNOG00000005776;Bcl11b
ENSRNOG00000019659;Aspa
ENSRNOG00000021096;Tmem143
ENSRNOG00000019333;Hipk1
ENSRNOG00000018239;Dhrs4
ENSRNOG00000046536;AABR07016141.1
ENSRNOG00000007371;Rbmx2
ENSRNOG00000002001;Itsn1
ENSRNOG00000060335;Strn3
ENSRNOG00000016867;Zfp346
ENSRNOG00000009661;Tgds
ENSRNOG00000005196;Slc12a6
ENSRNOG00000019859;Pla2g15
ENSRNOG00000008423;Gpr22
ENSRNOG00000001302;Adora2a
ENSRNOG00000002368;Iars2
ENSRNOG00000003699;Endov
ENSRNOG00000007472;Setd5
ENSRNOG00000014829;Prmt3
ENSRNOG00000014844;Kif21a
ENSRNOG00000014293;Nkd1
ENSRNOG00000017631;Cyp20a1
ENSRNOG00000024322;Shroom2
ENSRNOG00000003821;Rptor
ENSRNOG00000012679;Oard1
ENSRNOG00000004198;Stxbp6
ENSRNOG00000023874;Tmem62
ENSRNOG00000028274;Myrf
ENSRNOG00000014006;Neto1
ENSRNOG00000020716;Axl
ENSRNOG00000027089;Ell2
ENSRNOG00000047960;Rab9b
ENSRNOG00000000504;Fance
ENSRNOG00000001174;Pde9a
ENSRNOG00000031081;Stat2
ENSRNOG00000025716;Lsm10
ENSRNOG00000004893;Dmac2l
ENSRNOG00000019264;Ltbr
ENSRNOG00000011555;Lrrc40
ENSRNOG00000050946;Fam110a
ENSRNOG00000003261;Usp9x
ENSRNOG00000020411;Sec23ip
ENSRNOG00000012405;Tcf4
ENSRNOG00000025025;Dnttip2
ENSRNOG00000016976;Clcn7
ENSRNOG00000019838;Gmfg
ENSRNOG00000017765;Net1
ENSRNOG00000012434;Zfp598
ENSRNOG00000020688;Ccdc51
ENSRNOG00000057231;Ddx3
ENSRNOG00000003800;Rgs9
ENSRNOG00000015235;Fra10ac1
ENSRNOG00000033560;Polr3c
ENSRNOG00000007102;Acss1
ENSRNOG00000010981;Gtf3c5
ENSRNOG00000000702;Sart3
ENSRNOG00000006217;Wiz
ENSRNOG00000022347;Fam173b
ENSRNOG00000060972;Heca
ENSRNOG00000037687;Rspo2
ENSRNOG00000005353;Rybp
ENSRNOG00000021289;Rbbp5
ENSRNOG00000013947;Rabl2
ENSRNOG00000008519;Dipk2a
ENSRNOG00000010915;Ermp1
ENSRNOG00000007506;Ndufaf4
ENSRNOG00000018657;Scrn3
ENSRNOG00000059579;Gpt2
ENSRNOG00000001843;Bcl6
ENSRNOG00000010747;Dap
ENSRNOG00000015085;Dmpk
ENSRNOG00000011077;Tjp1
ENSRNOG00000025145;Rmdn1
ENSRNOG00000061934;AABR07044836.1
ENSRNOG00000000127;Kpna6
ENSRNOG00000018690;Rgs17
ENSRNOG00000028834;Polr2a
ENSRNOG00000019662;Tm6sf1
ENSRNOG00000053285;Mllt6
ENSRNOG00000029304;Aggf1
ENSRNOG00000025629;Prpf3
ENSRNOG00000020435;Terf2
ENSRNOG00000010825;Snapc3
ENSRNOG00000061779;Man2b2
ENSRNOG00000056474;AC096239.2
ENSRNOG00000012089;Cstf3
ENSRNOG00000011352;Furin
ENSRNOG00000007578;Zfp830
ENSRNOG00000018616;Cdc42ep5
ENSRNOG00000045543;Frat2
ENSRNOG00000000487;Grm4
ENSRNOG00000043390;Samd12
ENSRNOG00000018510;Cdk7
ENSRNOG00000004035;Krr1
ENSRNOG00000008917;Ehbp1
ENSRNOG00000030790;Ctnnd1
ENSRNOG00000001108;N4bp2l2
ENSRNOG00000042717;Ciart
ENSRNOG00000016465;Trmu
ENSRNOG00000024743;L3mbtl2
ENSRNOG00000005958;Rrbp1
ENSRNOG00000021316;Tmem98
ENSRNOG00000000903;Asl
ENSRNOG00000011623;Rab3c
ENSRNOG00000037238;Mrm3
ENSRNOG00000025509;Apbb2
ENSRNOG00000019159;Jakmip2
ENSRNOG00000013409;Gclm
ENSRNOG00000002272;Lnx1
ENSRNOG00000012440;Msra
ENSRNOG00000043069;Sec22a
ENSRNOG00000019150;Polb
ENSRNOG00000008614;Zfyve1
ENSRNOG00000004554;Dcn
ENSRNOG00000011552;Mon1b
ENSRNOG00000013578;Trem2
ENSRNOG00000011513;Gla
ENSRNOG00000014775;Nol4
ENSRNOG00000012552;Ints4
ENSRNOG00000050869;Cebpd
ENSRNOG00000000906;Medag
ENSRNOG00000022500;Rwdd4
ENSRNOG00000007719;Ccnc
ENSRNOG00000014046;Sertm1
ENSRNOG00000003887;Lgi2
ENSRNOG00000003616;Grem2
ENSRNOG00000002345;Rasgef1b
ENSRNOG00000007331;Rragd
ENSRNOG00000010776;Atp13a1
ENSRNOG00000006304;Mdm2
ENSRNOG00000061312;Phf10
ENSRNOG00000021287;Hexim2
ENSRNOG00000055779;Tdrd7
ENSRNOG00000030180;Lrrc10b
ENSRNOG00000059295;Selenoi
ENSRNOG00000004505;Nfic
ENSRNOG00000039852;Cactin
ENSRNOG00000009033;Cntn2
ENSRNOG00000017077;Snx7
ENSRNOG00000012454;Trmt10b
ENSRNOG00000000264;Def8
ENSRNOG00000007126;Gpr19
ENSRNOG00000024972;Cox10
ENSRNOG00000010602;Birc2
ENSRNOG00000003674;Pir
ENSRNOG00000006839;Arl5a
ENSRNOG00000009745;Ppp3cc
ENSRNOG00000027654;Appbp2
ENSRNOG00000052273;LOC100363116
ENSRNOG00000008024;Pxk
ENSRNOG00000047545;Adra2a
ENSRNOG00000000748;AABR07044273.1
ENSRNOG00000030199;Tmem192
ENSRNOG00000028403;Ptcd2
ENSRNOG00000013102;Entpd2
ENSRNOG00000001088;Rfc3
ENSRNOG00000025252;Yars2
ENSRNOG00000000718;Cggbp1
ENSRNOG00000016087;Hars2
ENSRNOG00000043295;RGD1565033
ENSRNOG00000031045;LOC100911252
ENSRNOG00000017222;Abraxas2
ENSRNOG00000017613;Tent4a
ENSRNOG00000053306;Washc1
ENSRNOG00000006987;Tmem263
ENSRNOG00000016879;Ldlrad4
ENSRNOG00000013969;Ahi1
ENSRNOG00000031653;Ccdc58
ENSRNOG00000003971;Gosr1
ENSRNOG00000013837;Tp53bp1
ENSRNOG00000015376;Npas1
ENSRNOG00000032659;Plcl1
ENSRNOG00000018097;Emc1
ENSRNOG00000014226;Plch2
ENSRNOG00000002254;Tmem33
ENSRNOG00000023317;Colgalt1
ENSRNOG00000015971;Slc12a2
ENSRNOG00000015370;Slc35g2
ENSRNOG00000032471;Asb3
ENSRNOG00000004181;Sdccag8
ENSRNOG00000001357;Mblac1
ENSRNOG00000047557;Rpl35al1
ENSRNOG00000001138;Taok3
ENSRNOG00000014448;Arntl
ENSRNOG00000020189;Tinf2
ENSRNOG00000000808;Hsf2
ENSRNOG00000055648;Haus7
ENSRNOG00000033740;Lurap1l
ENSRNOG00000018372;Cul9
ENSRNOG00000029264;Kcnn1
ENSRNOG00000039567;Trmt10c
ENSRNOG00000007955;Timp4
ENSRNOG00000008572;Ppcs
ENSRNOG00000051699;Zdhhc4
ENSRNOG00000008987;Rnf139
ENSRNOG00000016773;Sap130
ENSRNOG00000046851;Tmem121b
ENSRNOG00000013719;Dph5
ENSRNOG00000019319;Fchsd2
ENSRNOG00000056298;AABR07044959.1
ENSRNOG00000030705;Cpsf1
ENSRNOG00000012295;Pla2g6
ENSRNOG00000001851;Far2
ENSRNOG00000057389;Dusp28
ENSRNOG00000006399;Synj2bp
ENSRNOG00000019785;Phtf1
ENSRNOG00000006779;Crot
ENSRNOG00000058457;Chtopl1
ENSRNOG00000042758;Tmem243
ENSRNOG00000012012;Pinx1
ENSRNOG00000051420;Cables2
ENSRNOG00000028129;Fktn
ENSRNOG00000018342;Ctif
ENSRNOG00000015191;Phc1
ENSRNOG00000006893;Ppm1k
ENSRNOG00000025245;RGD1311946
ENSRNOG00000007972;Rbbp9
ENSRNOG00000021962;Fzd2
ENSRNOG00000028641;Brpf3
ENSRNOG00000007732;Slc35c1
ENSRNOG00000054514;Mkln1
ENSRNOG00000019140;Banp
ENSRNOG00000009022;Rtkn
ENSRNOG00000007033;Sorcs2
ENSRNOG00000055049;Aldh1a2
ENSRNOG00000010616;Ndor1
ENSRNOG00000024039;Serinc5
